participant_id,age,sex,trip_id,trip_mode,trip_duration
300983,28,female,3009831,pedestrian,30
P056162,59,female,P0561623,pedestrian,10
203691,65,female,2036914,bus,100
205722,70,female,2057221,pedestrian,10
176771,47,male,1767712,bus,120
203481,58,male,2034814,bus,60
203364,16,female,2033642,bus,45
42342,15,female,423423,pedestrian,10
64513,9,male,645132,pedestrian,20
138481,76,male,1384812,bus,75
50962,44,male,509621,pedestrian,30
75961,68,male,759611,pedestrian,127
34291,22,female,342917,bus,60
12443,20,male,124431,pedestrian,20
12443,20,male,124432,pedestrian,30
49283,16,male,492831,bus,40
P077351,37,male,P0773514,bus,50
131012,17,male,1310122,pedestrian,15
86262,50,male,862621,bus,84
P023642,30,female,P0236422,pedestrian,30
P058252,42,female,P0582523,car,15
345282,49,female,3452821,car,30
29593,17,male,295933,cycle,30
63063,25,male,630631,bus,110
P086971,70,male,P0869714,car,60
132394,5,female,1323942,pedestrian,25
22735,7,female,227351,rail,70
145001,62,female,1450011,bus,200
26002,59,male,260022,pedestrian,1
112622,22,male,1126221,taxi,25
P017902,33,female,P0179024,pedestrian,40
48122,53,female,481221,pedestrian,10
105343,28,male,1053432,car,60
48123,33,male,481233,bus,75
105391,39,male,1053911,bus,50
10543,28,male,105431,cycle,60
112631,55,male,1126311,taxi,120
24672,57,female,246722,taxi,28
19433,18,female,194332,bus,40
24332,24,female,243321,bus,230
111823,70,female,1118231,taxi,30
24281,67,female,242811,bus,140
24312,50,male,243121,car,20
214882,57,female,2148822,car,30
P073842,33,female,P0738421,bus,35
P073842,33,female,P0738423,taxi,20
P073841,65,female,P0738413,bus,90
112271,68,male,1122713,taxi,50
24342,49,female,243421,car,330
112572,68,female,1125722,taxi,150
63063,25,male,630632,bus,140
72551,61,female,725512,bus,61
24371,58,female,243712,bus,92
112043,36,male,1120431,taxi,10
112251,66,male,1122512,taxi,330
113681,93,female,1136812,taxi,15
24691,52,female,246912,pedestrian,4
113681,93,female,1136811,taxi,360
24674,34,female,246742,rail,90
48124,30,female,481241,bus,180
24661,37,female,246612,bus,70
10542,49,female,105421,bus,30
97522,64,female,975224,car,15
198898,56,male,1988983,pedestrian,15
112954,8,male,1129542,taxi,15
19453,30,male,194531,bus,50
24542,34,female,245421,bus,180
24583,62,female,245832,bus,110
24583,62,female,245831,bus,170
24741,56,male,247411,pedestrian,5
24542,34,female,245422,bus,165
P037681,43,female,P0376815,taxi,12
24322,46,female,243221,pedestrian,10
303491,34,male,3034914,bus,40
P007481,31,female,P0074811,bus,130
37191,58,male,371911,bus,160
24501,51,male,245012,car,28
129092,27,female,1290922,motorcycle,15
46173,25,male,461735,car,29
24882,35,female,248821,pedestrian,10
24864,16,female,248644,pedestrian,7
49821,36,female,498214,pedestrian,5
P011234,46,female,P0112342,pedestrian,60
105552,34,male,1055522,cycle,22
105581,61,male,1055813,car,60
193362,53,female,1933622,pedestrian,40
105591,63,female,1055911,bus,90
105592,23,male,1055922,pedestrian,15
P073841,65,female,P0738412,bus,65
P078321,51,male,P0783212,bus,75
24862,36,female,248622,bus,105
P073841,65,female,P0738411,bus,70
P073852,19,female,P0738523,pedestrian,5
P073852,19,female,P0738522,pedestrian,17
24742,53,female,247425,bus,50
24741,56,male,247412,pedestrian,8
309992,70,female,3099922,pedestrian,10
193392,27,female,1933922,bus,80
185541,70,male,1855414,pedestrian,10
135262,26,male,1352621,motorcycle,30
37191,58,male,371912,bus,165
37211,76,male,372111,bus,60
24873,24,female,248732,bus,90
24882,35,female,248823,pedestrian,11
193382,25,male,1933822,bus,145
203565,14,male,2035653,cycle,10
193412,30,female,1934122,bus,75
193421,34,male,1934211,bus,105
203554,24,male,2035541,motorcycle,45
24871,43,female,248711,pedestrian,30
24862,36,female,248621,bus,110
P011247,8,female,P0112471,pedestrian,10
111781,75,male,1117811,bus,60
136252,31,female,1362521,bus,18
