participant_id,age,sex,trip_id,trip_mode,trip_duration
2,31,Female,NA,NA,NA
3,9,Female,1,car,15
3,23,Female,1,bus,75
3,23,Female,2,bus,45
5,6,Female,2,pedestrian,7
5,6,Female,1,pedestrian,5
4,2,Male,NA,NA,NA
2,62,Female,1,pedestrian,5
2,62,Female,2,pedestrian,10
1,61,Female,2,bus,90
1,61,Female,1,bus,105
1,73,Female,1,bus,145
2,49,Female,1,taxi,105
1,61,Female,1,taxi,150
1,51,Female,1,pedestrian,5
1,51,Female,2,pedestrian,5
1,58,Male,1,pedestrian,45
1,58,Male,2,pedestrian,10
1,68,Male,2,car,60
1,68,Male,1,car,60
1,33,Male,2,bus,80
1,33,Male,1,bus,35
1,33,Male,3,bus,30
3,44,Female,1,car,15
3,44,Female,2,car,30
3,44,Female,3,car,5
1,26,Female,1,bus,90
1,26,Female,4,pedestrian,60
1,26,Female,5,pedestrian,30
1,26,Female,3,pedestrian,20
1,26,Female,2,bus,30
2,14,Female,2,pedestrian,20
2,14,Female,1,pedestrian,20
3,20,Female,NA,NA,NA
3,29,Female,2,bus,120
3,29,Female,1,bus,90
4,11,Female,1,pedestrian,4
4,11,Female,2,pedestrian,5
2,55,Female,1,pedestrian,6
2,55,Female,2,pedestrian,3
2,53,Female,4,car,10
2,53,Female,1,car,10
2,53,Female,2,car,30
2,53,Female,3,car,20
4,19,Female,2,pedestrian,10
4,19,Female,1,pedestrian,10
1,27,Female,1,bus,60
1,27,Female,2,bus,80
3,20,Female,NA,NA,NA
2,60,Female,1,bus,120
2,60,Female,2,taxi,35
1,78,Female,1,bus,100
1,78,Female,2,bus,120
1,26,Female,2,car,20
1,26,Female,4,cycle,40
1,26,Female,1,car,30
1,26,Female,3,cycle,25
2,20,Female,1,bus,60
2,20,Female,2,bus,100
2,44,Female,1,bus,30
2,44,Female,2,car,40
3,15,Female,1,car,40
3,15,Female,2,car,40
1,34,Male,NA,NA,NA
2,27,Female,1,cycle,5
2,54,Female,NA,NA,NA
3,16,Female,1,rail,20
3,8,Female,3,pedestrian,5
3,8,Female,2,pedestrian,20
3,8,Female,4,pedestrian,5
3,8,Female,1,pedestrian,10
2,62,Female,1,bus,180
2,56,Female,1,pedestrian,10
2,56,Female,2,pedestrian,10
1,80,Female,1,taxi,120
1,80,Female,2,taxi,105
2,82,Female,2,taxi,50
2,82,Female,1,bus,40
3,54,Female,2,taxi,15
3,54,Female,1,bus,20
1,64,Male,NA,NA,NA
2,33,Female,2,bus,150
2,33,Female,1,bus,165
3,78,Female,NA,NA,NA
2,63,Female,3,pedestrian,20
2,63,Female,2,bus,35
2,63,Female,1,car,10
2,49,Female,2,car,45
2,49,Female,1,car,40
5,7,Female,1,pedestrian,5
5,7,Female,2,pedestrian,10
2,85,Female,1,pedestrian,10
2,85,Female,2,pedestrian,10
2,85,Female,3,taxi,15
2,85,Female,4,car,15
1,75,Female,1,bus,105
1,75,Female,2,bus,120
1,68,Female,1,bus,70
1,68,Female,2,bus,105
1,40,Male,2,taxi,20
1,40,Male,1,taxi,20
2,63,Female,1,bus,180
2,63,Female,2,bus,76
1,70,Male,1,car,10
1,70,Male,3,car,20
1,70,Male,2,car,18
1,70,Male,4,car,15
2,58,Female,2,car,35
2,58,Female,4,car,30
2,58,Female,5,car,30
2,58,Female,7,car,10
2,58,Female,1,car,75
2,58,Female,3,car,50
2,58,Female,6,car,10
2,78,Female,2,pedestrian,30
2,78,Female,1,pedestrian,30
4,2,Male,NA,NA,NA
3,70,Female,2,bus,60
3,70,Female,1,bus,60
2,36,Female,2,taxi,20
2,36,Female,1,taxi,20
2,51,Female,1,car,30
2,51,Female,3,car,45
2,51,Female,4,car,50
2,51,Female,2,car,30
1,28,Female,NA,NA,NA
1,64,Male,1,bus,65
1,64,Male,2,bus,90
1,80,Female,NA,NA,NA
3,24,Female,NA,NA,NA
2,45,Female,1,pedestrian,10
2,45,Female,2,pedestrian,5
2,37,Female,3,bus,45
2,37,Female,2,bus,49
2,37,Female,5,pedestrian,25
2,37,Female,4,bus,40
2,37,Female,1,bus,40
2,31,Female,1,bus,25
2,31,Female,4,bus,150
2,31,Female,2,pedestrian,47
2,31,Female,3,bus,45
2,33,Female,1,car,300
2,33,Female,2,car,120
1,28,Female,1,pedestrian,30
1,28,Female,2,pedestrian,15
2,41,Female,1,bus,270
4,3,Female,NA,NA,NA
1,51,Male,1,cycle,60
1,51,Male,2,cycle,60
1,26,Male,4,pedestrian,4
1,26,Male,1,pedestrian,5
1,26,Male,2,pedestrian,5
1,26,Male,3,pedestrian,4
2,29,Female,2,bus,75
2,29,Female,1,bus,60
2,32,Female,1,bus,90
2,32,Female,2,bus,210
1,26,Female,1,bus,30
1,26,Female,2,car,64
1,26,Female,3,car,30
1,63,Female,2,bus,110
1,63,Female,1,bus,240
1,73,Female,3,pedestrian,10
1,73,Female,2,pedestrian,20
1,73,Female,1,pedestrian,20
1,42,Female,NA,NA,NA
2,34,Female,NA,NA,NA
1,53,Female,1,pedestrian,30
1,53,Female,3,bus,30
1,53,Female,2,bus,30
1,53,Female,4,pedestrian,1
1,53,Female,5,pedestrian,15
1,30,Male,NA,NA,NA
1,40,Female,2,bus,170
1,40,Female,1,car,30
2,50,Female,NA,NA,NA
1,41,Female,2,bus,90
1,41,Female,1,bus,100
2,51,Female,2,car,375
2,51,Female,1,pedestrian,30
2,51,Female,3,car,15
1,54,Female,2,bus,80
1,54,Female,1,taxi,30
2,47,Female,NA,NA,NA
3,22,Female,NA,NA,NA
1,63,Female,1,car,60
1,63,Female,2,car,90
1,44,Male,NA,NA,NA
4,1,Male,NA,NA,NA
2,36,Female,1,car,98
2,36,Female,2,car,20
1,58,Female,3,bus,59
1,58,Female,1,taxi,60
